0,1,2,3
Chronic lower respiratory diseases ,Asian or Pacific Islander,1996,0.0
Chronic lower respiratory diseases ,Asian or Pacific Islander,1997,0.0
Chronic lower respiratory diseases ,Asian or Pacific Islander,1998,0.0
Chronic lower respiratory diseases ,Asian or Pacific Islander,1999,19.4
Chronic lower respiratory diseases ,Asian or Pacific Islander,2000,18.6
Chronic lower respiratory diseases ,Asian or Pacific Islander,2001,17.9
Chronic lower respiratory diseases ,Asian or Pacific Islander,2002,16.3
Chronic lower respiratory diseases ,Asian or Pacific Islander,2003,16.8
Chronic lower respiratory diseases ,Asian or Pacific Islander,2004,15.5
Chronic lower respiratory diseases ,Asian or Pacific Islander,2005,15.9
Chronic lower respiratory diseases ,Asian or Pacific Islander,2006,15.4
Chronic lower respiratory diseases ,Asian or Pacific Islander,2007,14.3
Chronic lower respiratory diseases ,Asian or Pacific Islander,2008,15.2
Chronic lower respiratory diseases ,Asian or Pacific Islander,2009,14.3
Chronic lower respiratory diseases ,Asian or Pacific Islander,2010,13.9
Chronic lower respiratory diseases ,Asian or Pacific Islander,2011,14.5
Chronic lower respiratory diseases ,Asian or Pacific Islander,2012,12.8
Chronic lower respiratory diseases ,Asian or Pacific Islander,2013,13.6
Chronic lower respiratory diseases ,Asian or Pacific Islander,2014,12.5
Chronic lower respiratory diseases ,Asian or Pacific Islander,2015,12.2
Chronic lower respiratory diseases ,Asian or Pacific Islander,2016,11.7
Influenza and pneumonia ,Asian or Pacific Islander,1950,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1960,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1970,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1980,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1981,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1982,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1983,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1984,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1985,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1986,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1987,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1988,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1989,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1990,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1991,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1992,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1993,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1994,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1995,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1996,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1997,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1998,0.0
Influenza and pneumonia ,Asian or Pacific Islander,1999,16.2
Influenza and pneumonia ,Asian or Pacific Islander,2000,19.7
Influenza and pneumonia ,Asian or Pacific Islander,2001,19.3
Influenza and pneumonia ,Asian or Pacific Islander,2002,18.2
Influenza and pneumonia ,Asian or Pacific Islander,2003,18.2
Influenza and pneumonia ,Asian or Pacific Islander,2004,17.0
Influenza and pneumonia ,Asian or Pacific Islander,2005,16.8
Influenza and pneumonia ,Asian or Pacific Islander,2006,16.1
Influenza and pneumonia ,Asian or Pacific Islander,2007,14.9
Influenza and pneumonia ,Asian or Pacific Islander,2008,15.7
Influenza and pneumonia ,Asian or Pacific Islander,2009,15.0
Influenza and pneumonia ,Asian or Pacific Islander,2010,14.4
Influenza and pneumonia ,Asian or Pacific Islander,2011,14.2
Influenza and pneumonia ,Asian or Pacific Islander,2012,14.0
Influenza and pneumonia ,Asian or Pacific Islander,2013,15.0
Influenza and pneumonia ,Asian or Pacific Islander,2014,12.9
Influenza and pneumonia ,Asian or Pacific Islander,2015,14.0
Influenza and pneumonia ,Asian or Pacific Islander,2016,12.9
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1950,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1960,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1970,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1980,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1981,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1982,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1983,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1984,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1985,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1986,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1987,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1988,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1989,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1990,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1991,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1992,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1993,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1994,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1995,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1996,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1997,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1998,0.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,1999,3.7
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2000,3.5
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2001,3.5
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2002,3.2
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2003,3.0
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2004,3.2
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2005,3.6
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2006,3.5
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2007,3.3
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2008,3.4
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2009,3.3
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2010,3.2
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2011,3.3
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2012,3.3
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2013,3.3
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2014,3.5
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2015,3.3
Chronic liver disease and cirrhosis,Asian or Pacific Islander,2016,3.4
Diabetes mellitus ,Asian or Pacific Islander,1950,0.0
Diabetes mellitus ,Asian or Pacific Islander,1960,0.0
Diabetes mellitus ,Asian or Pacific Islander,1970,0.0
Diabetes mellitus ,Asian or Pacific Islander,1980,0.0
Diabetes mellitus ,Asian or Pacific Islander,1981,0.0
Diabetes mellitus ,Asian or Pacific Islander,1982,0.0
Diabetes mellitus ,Asian or Pacific Islander,1983,0.0
Diabetes mellitus ,Asian or Pacific Islander,1984,0.0
Diabetes mellitus ,Asian or Pacific Islander,1985,0.0
Diabetes mellitus ,Asian or Pacific Islander,1986,0.0
Diabetes mellitus ,Asian or Pacific Islander,1987,0.0
Diabetes mellitus ,Asian or Pacific Islander,1988,0.0
Diabetes mellitus ,Asian or Pacific Islander,1989,0.0
Diabetes mellitus ,Asian or Pacific Islander,1990,0.0
Diabetes mellitus ,Asian or Pacific Islander,1991,0.0
Diabetes mellitus ,Asian or Pacific Islander,1992,0.0
Diabetes mellitus ,Asian or Pacific Islander,1993,0.0
Diabetes mellitus ,Asian or Pacific Islander,1994,0.0
Diabetes mellitus ,Asian or Pacific Islander,1995,0.0
Diabetes mellitus ,Asian or Pacific Islander,1996,0.0
Diabetes mellitus ,Asian or Pacific Islander,1997,0.0
Diabetes mellitus ,Asian or Pacific Islander,1998,0.0
Diabetes mellitus ,Asian or Pacific Islander,1999,18.3
Diabetes mellitus ,Asian or Pacific Islander,2000,16.4
Diabetes mellitus ,Asian or Pacific Islander,2001,17.0
Diabetes mellitus ,Asian or Pacific Islander,2002,17.8
Diabetes mellitus ,Asian or Pacific Islander,2003,17.8
Diabetes mellitus ,Asian or Pacific Islander,2004,17.2
Diabetes mellitus ,Asian or Pacific Islander,2005,17.3
Diabetes mellitus ,Asian or Pacific Islander,2006,16.6
Diabetes mellitus ,Asian or Pacific Islander,2007,17.0
Diabetes mellitus ,Asian or Pacific Islander,2008,16.8
Diabetes mellitus ,Asian or Pacific Islander,2009,16.2
Diabetes mellitus ,Asian or Pacific Islander,2010,15.5
Diabetes mellitus ,Asian or Pacific Islander,2011,15.9
Diabetes mellitus ,Asian or Pacific Islander,2012,15.7
Diabetes mellitus ,Asian or Pacific Islander,2013,15.8
Diabetes mellitus ,Asian or Pacific Islander,2014,15.0
Diabetes mellitus ,Asian or Pacific Islander,2015,15.7
Diabetes mellitus ,Asian or Pacific Islander,2016,15.5
Alzheimer's disease ,Asian or Pacific Islander,1950,0.0
Alzheimer's disease ,Asian or Pacific Islander,1960,0.0
Alzheimer's disease ,Asian or Pacific Islander,1970,0.0
Alzheimer's disease ,Asian or Pacific Islander,1980,0.0
Alzheimer's disease ,Asian or Pacific Islander,1981,0.0
Alzheimer's disease ,Asian or Pacific Islander,1982,0.0
Alzheimer's disease ,Asian or Pacific Islander,1983,0.0
Alzheimer's disease ,Asian or Pacific Islander,1984,0.0
Alzheimer's disease ,Asian or Pacific Islander,1985,0.0
Alzheimer's disease ,Asian or Pacific Islander,1986,0.0
Alzheimer's disease ,Asian or Pacific Islander,1987,0.0
Alzheimer's disease ,Asian or Pacific Islander,1988,0.0
Alzheimer's disease ,Asian or Pacific Islander,1989,0.0
Alzheimer's disease ,Asian or Pacific Islander,1990,0.0
Alzheimer's disease ,Asian or Pacific Islander,1991,0.0
Alzheimer's disease ,Asian or Pacific Islander,1992,0.0
Alzheimer's disease ,Asian or Pacific Islander,1993,0.0
Alzheimer's disease ,Asian or Pacific Islander,1994,0.0
Alzheimer's disease ,Asian or Pacific Islander,1995,0.0
Alzheimer's disease ,Asian or Pacific Islander,1996,0.0
Alzheimer's disease ,Asian or Pacific Islander,1997,0.0
Alzheimer's disease ,Asian or Pacific Islander,1998,0.0
Alzheimer's disease ,Asian or Pacific Islander,1999,4.9
Alzheimer's disease ,Asian or Pacific Islander,2000,5.5
Alzheimer's disease ,Asian or Pacific Islander,2001,5.4
Alzheimer's disease ,Asian or Pacific Islander,2002,5.9
Alzheimer's disease ,Asian or Pacific Islander,2003,6.8
Alzheimer's disease ,Asian or Pacific Islander,2004,7.9
Alzheimer's disease ,Asian or Pacific Islander,2005,8.5
Alzheimer's disease ,Asian or Pacific Islander,2006,9.4
Alzheimer's disease ,Asian or Pacific Islander,2007,9.1
Alzheimer's disease ,Asian or Pacific Islander,2008,10.1
Alzheimer's disease ,Asian or Pacific Islander,2009,10.9
Alzheimer's disease ,Asian or Pacific Islander,2010,10.9
Alzheimer's disease ,Asian or Pacific Islander,2011,11.1
Alzheimer's disease ,Asian or Pacific Islander,2012,11.7
Alzheimer's disease ,Asian or Pacific Islander,2013,11.1
Alzheimer's disease ,Asian or Pacific Islander,2014,12.1
Alzheimer's disease ,Asian or Pacific Islander,2015,14.7
Alzheimer's disease ,Asian or Pacific Islander,2016,15.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1950,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1960,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1970,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1980,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1981,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1982,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1983,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1984,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1985,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1986,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1987,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1988,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1989,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1990,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1991,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1992,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1993,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1994,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1995,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1996,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1997,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1998,0.0
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,1999,0.8
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2000,0.6
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2001,0.7
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2002,0.8
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2003,0.7
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2004,0.7
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2005,0.6
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2006,0.6
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2007,0.5
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2008,0.6
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2009,0.4
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2010,0.4
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2011,0.4
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2012,0.4
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2013,0.4
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2014,0.3
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2015,0.4
Human immunodeficiency virus (HIV) disease,Asian or Pacific Islander,2016,0.4
Unintentional injuries,Asian or Pacific Islander,1950,0.0
Unintentional injuries,Asian or Pacific Islander,1960,0.0
Unintentional injuries,Asian or Pacific Islander,1970,0.0
Unintentional injuries,Asian or Pacific Islander,1980,0.0
Unintentional injuries,Asian or Pacific Islander,1981,0.0
Unintentional injuries,Asian or Pacific Islander,1982,0.0
Unintentional injuries,Asian or Pacific Islander,1983,0.0
Unintentional injuries,Asian or Pacific Islander,1984,0.0
Unintentional injuries,Asian or Pacific Islander,1985,0.0
Unintentional injuries,Asian or Pacific Islander,1986,0.0
Unintentional injuries,Asian or Pacific Islander,1987,0.0
Unintentional injuries,Asian or Pacific Islander,1988,0.0
Unintentional injuries,Asian or Pacific Islander,1989,0.0
Unintentional injuries,Asian or Pacific Islander,1990,0.0
Unintentional injuries,Asian or Pacific Islander,1991,0.0
Unintentional injuries,Asian or Pacific Islander,1992,0.0
Unintentional injuries,Asian or Pacific Islander,1993,0.0
Unintentional injuries,Asian or Pacific Islander,1994,0.0
Unintentional injuries,Asian or Pacific Islander,1995,0.0
Unintentional injuries,Asian or Pacific Islander,1996,0.0
Unintentional injuries,Asian or Pacific Islander,1997,0.0
Unintentional injuries,Asian or Pacific Islander,1998,0.0
Unintentional injuries,Asian or Pacific Islander,1999,17.2
Unintentional injuries,Asian or Pacific Islander,2000,17.9
Unintentional injuries,Asian or Pacific Islander,2001,17.3
Unintentional injuries,Asian or Pacific Islander,2002,18.0
Unintentional injuries,Asian or Pacific Islander,2003,18.1
Unintentional injuries,Asian or Pacific Islander,2004,16.8
Unintentional injuries,Asian or Pacific Islander,2005,18.1
Unintentional injuries,Asian or Pacific Islander,2006,17.1
Unintentional injuries,Asian or Pacific Islander,2007,16.9
Unintentional injuries,Asian or Pacific Islander,2008,15.3
Unintentional injuries,Asian or Pacific Islander,2009,14.9
Unintentional injuries,Asian or Pacific Islander,2010,15.0
Unintentional injuries,Asian or Pacific Islander,2011,15.7
Unintentional injuries,Asian or Pacific Islander,2012,15.1
Unintentional injuries,Asian or Pacific Islander,2013,15.2
Unintentional injuries,Asian or Pacific Islander,2014,15.1
Unintentional injuries,Asian or Pacific Islander,2015,16.1
Unintentional injuries,Asian or Pacific Islander,2016,16.8
Motor vehicle-related injuries,Asian or Pacific Islander,1950,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1960,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1970,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1980,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1981,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1982,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1983,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1984,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1985,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1986,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1987,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1988,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1989,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1990,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1991,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1992,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1993,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1994,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1995,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1996,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1997,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1998,0.0
Motor vehicle-related injuries,Asian or Pacific Islander,1999,8.3
Motor vehicle-related injuries,Asian or Pacific Islander,2000,8.6
Motor vehicle-related injuries,Asian or Pacific Islander,2001,8.0
Motor vehicle-related injuries,Asian or Pacific Islander,2002,8.3
Motor vehicle-related injuries,Asian or Pacific Islander,2003,8.3
Motor vehicle-related injuries,Asian or Pacific Islander,2004,7.6
Motor vehicle-related injuries,Asian or Pacific Islander,2005,7.5
Motor vehicle-related injuries,Asian or Pacific Islander,2006,7.3
Motor vehicle-related injuries,Asian or Pacific Islander,2007,6.9
Motor vehicle-related injuries,Asian or Pacific Islander,2008,6.0
Motor vehicle-related injuries,Asian or Pacific Islander,2009,4.9
Motor vehicle-related injuries,Asian or Pacific Islander,2010,5.1
Motor vehicle-related injuries,Asian or Pacific Islander,2011,4.8
Motor vehicle-related injuries,Asian or Pacific Islander,2012,4.6
Motor vehicle-related injuries,Asian or Pacific Islander,2013,4.8
Motor vehicle-related injuries,Asian or Pacific Islander,2014,4.6
Motor vehicle-related injuries,Asian or Pacific Islander,2015,4.9
Motor vehicle-related injuries,Asian or Pacific Islander,2016,5.2
Drug overdose,Asian or Pacific Islander,1950,0.0
Drug overdose,Asian or Pacific Islander,1960,0.0
Drug overdose,Asian or Pacific Islander,1970,0.0
Drug overdose,Asian or Pacific Islander,1980,0.0
Drug overdose,Asian or Pacific Islander,1981,0.0
Drug overdose,Asian or Pacific Islander,1982,0.0
Drug overdose,Asian or Pacific Islander,1983,0.0
Drug overdose,Asian or Pacific Islander,1984,0.0
Drug overdose,Asian or Pacific Islander,1985,0.0
Drug overdose,Asian or Pacific Islander,1986,0.0
Drug overdose,Asian or Pacific Islander,1987,0.0
Drug overdose,Asian or Pacific Islander,1988,0.0
Drug overdose,Asian or Pacific Islander,1989,0.0
Drug overdose,Asian or Pacific Islander,1990,0.0
Drug overdose,Asian or Pacific Islander,1991,0.0
Drug overdose,Asian or Pacific Islander,1992,0.0
Drug overdose,Asian or Pacific Islander,1993,0.0
Drug overdose,Asian or Pacific Islander,1994,0.0
Drug overdose,Asian or Pacific Islander,1995,0.0
Drug overdose,Asian or Pacific Islander,1996,0.0
Drug overdose,Asian or Pacific Islander,1997,0.0
Drug overdose,Asian or Pacific Islander,1998,0.0
Drug overdose,Asian or Pacific Islander,1999,0.8
Drug overdose,Asian or Pacific Islander,2000,0.7
Drug overdose,Asian or Pacific Islander,2001,0.8
Drug overdose,Asian or Pacific Islander,2002,1.0
Drug overdose,Asian or Pacific Islander,2003,1.0
Drug overdose,Asian or Pacific Islander,2004,1.1
Drug overdose,Asian or Pacific Islander,2005,1.3
Drug overdose,Asian or Pacific Islander,2006,1.4
Drug overdose,Asian or Pacific Islander,2007,1.4
Drug overdose,Asian or Pacific Islander,2008,1.3
Drug overdose,Asian or Pacific Islander,2009,1.5
Drug overdose,Asian or Pacific Islander,2010,1.4
Drug overdose,Asian or Pacific Islander,2011,1.7
Drug overdose,Asian or Pacific Islander,2012,1.8
Drug overdose,Asian or Pacific Islander,2013,2.0
Drug overdose,Asian or Pacific Islander,2014,2.0
Drug overdose,Asian or Pacific Islander,2015,2.4
Drug overdose,Asian or Pacific Islander,2016,2.9
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1950,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1960,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1970,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1980,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1981,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1982,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1983,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1984,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1985,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1986,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1987,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1988,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1989,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1990,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1991,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1992,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1993,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1994,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1995,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1996,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1997,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1998,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,1999,9.9
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2000,8.4
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2001,9.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2002,8.9
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2003,8.1
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2004,8.6
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2005,8.7
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2006,9.4
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2007,9.2
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2008,8.9
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2009,9.8
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2010,9.6
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2011,7.7
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2012,8.0
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2013,8.1
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2014,8.2
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2015,8.3
"Nephritis, nephrotic syndrome and nephrosis ",Asian or Pacific Islander,2016,8.1
Suicide ,Asian or Pacific Islander,1950,0.0
Suicide ,Asian or Pacific Islander,1960,0.0
Suicide ,Asian or Pacific Islander,1970,0.0
Suicide ,Asian or Pacific Islander,1980,0.0
Suicide ,Asian or Pacific Islander,1981,0.0
Suicide ,Asian or Pacific Islander,1982,0.0
Suicide ,Asian or Pacific Islander,1983,0.0
Suicide ,Asian or Pacific Islander,1984,0.0
Suicide ,Asian or Pacific Islander,1985,0.0
Suicide ,Asian or Pacific Islander,1986,0.0
Suicide ,Asian or Pacific Islander,1987,0.0
Suicide ,Asian or Pacific Islander,1988,0.0
Suicide ,Asian or Pacific Islander,1989,0.0
Suicide ,Asian or Pacific Islander,1990,0.0
Suicide ,Asian or Pacific Islander,1991,0.0
Suicide ,Asian or Pacific Islander,1992,0.0
Suicide ,Asian or Pacific Islander,1993,0.0
Suicide ,Asian or Pacific Islander,1994,0.0
Suicide ,Asian or Pacific Islander,1995,0.0
Suicide ,Asian or Pacific Islander,1996,0.0
Suicide ,Asian or Pacific Islander,1997,0.0
Suicide ,Asian or Pacific Islander,1998,0.0
Suicide ,Asian or Pacific Islander,1999,6.0
Suicide ,Asian or Pacific Islander,2000,5.5
Suicide ,Asian or Pacific Islander,2001,5.4
Suicide ,Asian or Pacific Islander,2002,5.3
Suicide ,Asian or Pacific Islander,2003,5.6
Suicide ,Asian or Pacific Islander,2004,5.7
Suicide ,Asian or Pacific Islander,2005,5.1
Suicide ,Asian or Pacific Islander,2006,5.4
Suicide ,Asian or Pacific Islander,2007,5.9
Suicide ,Asian or Pacific Islander,2008,5.5
Suicide ,Asian or Pacific Islander,2009,5.9
Suicide ,Asian or Pacific Islander,2010,6.2
Suicide ,Asian or Pacific Islander,2011,5.9
Suicide ,Asian or Pacific Islander,2012,6.3
Suicide ,Asian or Pacific Islander,2013,5.9
Suicide ,Asian or Pacific Islander,2014,6.0
Suicide ,Asian or Pacific Islander,2015,6.4
Suicide ,Asian or Pacific Islander,2016,6.7
Homicide ,Asian or Pacific Islander,1950,0.0
Homicide ,Asian or Pacific Islander,1960,0.0
Homicide ,Asian or Pacific Islander,1970,0.0
Homicide ,Asian or Pacific Islander,1980,0.0
Homicide ,Asian or Pacific Islander,1981,0.0
Homicide ,Asian or Pacific Islander,1982,0.0
Homicide ,Asian or Pacific Islander,1983,0.0
Homicide ,Asian or Pacific Islander,1984,0.0
Homicide ,Asian or Pacific Islander,1985,0.0
Homicide ,Asian or Pacific Islander,1986,0.0
Homicide ,Asian or Pacific Islander,1987,0.0
Homicide ,Asian or Pacific Islander,1988,0.0
Homicide ,Asian or Pacific Islander,1989,0.0
Homicide ,Asian or Pacific Islander,1990,0.0
Homicide ,Asian or Pacific Islander,1991,0.0
Homicide ,Asian or Pacific Islander,1992,0.0
Homicide ,Asian or Pacific Islander,1993,0.0
Homicide ,Asian or Pacific Islander,1994,0.0
Homicide ,Asian or Pacific Islander,1995,0.0
Homicide ,Asian or Pacific Islander,1996,0.0
Homicide ,Asian or Pacific Islander,1997,0.0
Homicide ,Asian or Pacific Islander,1998,0.0
